,Unnamed: 0,food_id,food_name,calcium,calories,carbohydrate,fat,potassium,protein,serving_description,sodium,sugar,vitamin_a,vitamin_c
2365,14261,3521,Frosted Sweet Roll with Nuts,9,377,54.37,16.03,105,5.39,100 g,307,38.96,4,3
2366,14265,3522,Fat Free Frosted Sweet Fruit Roll,4,250,59.0,0.38,233,4.82,100 g,182,37.13,1,1
2367,14272,3523,Sweet Fruit and Nuts Roll,7,382,50.5,17.89,155,6.47,100 g,349,31.66,4,3
2368,14279,3524,Frosted Sweet Fruit and Nuts Roll,6,386,56.71,16.32,125,5.14,100 g,315,41.56,5,3
2369,14286,3525,Sweet Roll with Nuts,7,389,48.93,19.36,127,6.36,100 g,363,30.25,4,3
2370,14293,3526,Mexican Sweet Roll (Pan Dulce),1,309,56.14,6.1,86,6.97,100 g,152,17.49,1,0
2371,14299,3527,Mexican Sweet Roll Crumb Topping (Pan Dulce),1,366,61.16,11.13,71,5.73,100 g,160,27.37,7,0
2372,14305,3528,Mexican Sweet Roll Sugar Topping (Pan Dulce),2,338,56.43,9.84,102,6.12,100 g,173,22.37,5,0
2373,14309,3529,Mexican Sweet Roll with Raisins and Icing (Pan Dulce),2,386,67.78,10.2,116,6.49,100 g,177,31.36,5,0
2374,14317,3530,Yeast Type Coffee Cake,7,372,50.9,16.4,111,6.2,100 g,383,31.73,4,3
2375,14325,3531,Yeast Type Coffee Cake (Home Recipe or Bakery),5,340,56.67,9.2,144,7.78,100 g,269,17.65,1,0
2376,14331,3532,Fat Free Cholesterol Free Yeast Type Coffee Cake with Fruit,5,284,62.1,0.49,175,8.67,100 g,154,33.06,1,3
2377,14339,3534,Cheese Croissant,4,406,45.8,21.0,118,8.2,100 g,744,11.26,15,0
2378,14342,3534,Cheese Croissant,5,414,47.0,20.9,132,9.2,100 g,555,11.35,16,0
2379,14347,3535,Chocolate Croissant,4,416,44.2,24.13,189,8.67,100 g,672,10.22,13,0
2380,14354,3536,Fruit Croissant,4,381,43.78,19.57,132,7.62,100 g,671,12.02,13,3
2381,14359,3537,Nut Croissant,4,411,45.02,21.89,135,8.61,100 g,723,11.07,14,0
2382,14363,3538,Brioche,4,346,46.47,13.18,118,9.74,100 g,371,8.29,10,0
2383,14367,3539,Spanish Coffee Bread,1,344,58.28,8.72,98,7.6,100 g,15,12.17,1,0
2384,14374,3540,Bagel,9,257,50.5,1.62,75,10.02,100 g,448,5.05,0,2
2385,14383,3549,Soft Bread Stick,3,352,57.78,8.64,105,9.84,100 g,444,1.03,0,0
2386,14392,3550,Bread Stick,2,412,68.4,9.5,124,12.0,100 g,657,1.26,0,0
2387,14402,3551,Soft Bread Stick with Garlic and Parmesan Cheese,7,406,51.23,17.5,102,10.24,100 g,450,1.05,0,0
2388,14406,3552,Low Sodium Hard Bread Stick,1,431,71.63,10.63,104,10.64,100 g,2,0.64,0,0
2389,14412,3553,Croutons,10,465,63.5,18.3,181,10.8,100 g,1238,4.41,1,0
2390,14417,3554,English Muffin,16,227,44.17,1.69,109,8.87,100 g,425,3.53,0,3
2391,14422,3555,Toasted English Muffin,20,270,52.65,2.02,129,10.32,100 g,477,3.47,0,3
2392,14426,3556,English Muffin with Raisins,11,240,48.1,1.8,173,7.91,100 g,332,14.76,0,2
2393,14430,3557,Toasted English Muffin with Raisins,14,276,55.04,2.21,194,8.87,100 g,369,13.34,0,2
2394,14434,3558,Cheese English Muffin,19,236,42.03,3.26,108,9.67,100 g,435,3.38,1,3
2395,14438,3559,Toasted Cheese English Muffin,22,271,48.31,3.75,125,11.12,100 g,500,3.88,1,3
2396,14442,3560,English Muffin with Fruit (Other Than Raisins),17,243,47.63,1.8,121,9.31,100 g,442,4.82,0,5
2397,14446,3561,Toasted English Muffin with Fruit (Other Than Raisins),20,279,54.75,2.07,140,10.71,100 g,508,5.54,0,4
2398,14453,3562,Melba Toast,9,390,76.6,3.2,202,12.1,100 g,829,0.94,0,0
2399,14457,3563,Anisette Toast,3,421,72.41,9.28,409,11.95,100 g,221,12.78,1,8
2400,14461,3564,Pannetone (Italian-Style Sweetbread),5,318,54.31,8.08,190,7.66,100 g,341,18.36,5,1
2401,14467,3565,Zwieback Toast,2,426,74.2,9.7,305,10.1,100 g,232,12.4,1,9
2402,14474,3566,100% Whole Wheat Bread,7,246,46.1,4.2,252,9.7,100 g,527,5.57,0,0
2403,14481,3567,Toasted 100% Whole Wheat Bread,8,277,51.7,4.8,283,10.9,100 g,592,6.26,0,0
2404,14488,3568,100% Whole Wheat Bread (Home Recipe or Bakery),5,272,49.43,6.17,376,8.36,100 g,670,7.83,1,0
2405,14495,3569,Toasted 100% Whole Wheat Bread (Home Recipe or Bakery),6,299,54.32,6.78,413,9.19,100 g,736,8.6,1,0
2406,14499,3570,100% Whole Wheat Bread with Raisins,7,252,49.9,3.77,301,8.94,100 g,468,11.74,0,0
2407,14503,3571,Toasted 100% Whole Wheat Bread with Raisins,8,280,54.86,4.3,328,10.0,100 g,525,12.35,0,0
2408,14509,3572,100% Whole Wheat Pita Bread,2,266,55.0,2.6,170,9.8,100 g,532,0.82,0,0
2409,14515,3573,Toasted 100% Whole Wheat Pita Bread,2,292,60.44,2.86,187,10.77,100 g,585,0.9,0,0
2410,14519,3574,100% Whole Wheat English Muffin,27,203,40.4,2.1,210,8.8,100 g,637,8.09,0,0
2411,14523,3575,Toasted 100% Whole Wheat English Muffin,29,221,44.1,2.3,228,9.6,100 g,692,8.79,0,0
2412,14527,3576,100% Whole Wheat English Muffin with Raisins,9,246,51.83,2.44,369,8.84,100 g,260,10.27,0,1
2413,14531,3577,Toasted 100% Whole Wheat English Muffin with Raisins,10,275,57.97,2.73,412,9.88,100 g,291,11.49,0,1
2414,14535,3578,Wheat Germ Bread,9,261,48.3,2.9,254,9.6,100 g,553,3.73,0,0
2415,14539,3579,Toasted Wheat Germ Bread,10,293,54.3,3.3,285,10.7,100 g,621,4.14,0,1
2416,14543,3580,Sprouted Wheat Bread,11,260,47.2,4.1,201,9.1,100 g,530,5.49,0,0
2417,14547,3581,Toasted Sprouted Wheat Bread,11,282,51.3,4.4,218,9.9,100 g,576,5.96,0,0
2418,14554,3582,100% Whole Wheat Bagel,3,264,56.39,1.46,345,10.98,100 g,538,1.94,0,0
2419,14561,3583,Toasted 100% Whole Wheat Bagel,3,283,60.42,1.56,369,11.76,100 g,576,2.08,0,0
2420,14568,3584,100% Whole Wheat Bagel with Raisins,3,244,53.7,1.22,349,9.13,100 g,432,7.88,0,0
2421,14575,3585,Toasted 100% Whole Wheat Bagel with Raisins,3,262,57.74,1.31,375,9.82,100 g,465,8.48,0,0
2422,14584,3586,100% Whole Wheat Roll,11,266,51.1,4.7,272,8.7,100 g,478,8.46,0,0
2423,14593,3587,Toasted 100% Whole Wheat Roll,12,292,56.15,5.16,299,9.56,100 g,525,9.3,0,0
2424,14602,3588,100% Whole Wheat Roll (Home Recipe or Bakery),11,285,46.75,7.7,453,10.52,100 g,552,7.38,1,0
2425,14611,3589,Toasted 100% Whole Wheat Roll (Home Recipe or Bakery),12,310,50.84,8.37,493,11.44,100 g,600,8.03,1,0
2426,14620,3598,Toasted Wheat or Cracked Wheat Bread,11,282,51.3,4.4,218,9.9,100 g,576,5.96,0,0
2427,14627,3599,Wheat or Cracked Wheat Bread (Home Recipe or Bakery),10,285,51.08,5.64,338,8.48,100 g,500,9.5,0,0
2428,14634,3600,Toasted Wheat or Cracked Wheat Bread (Home Recipe or Bakery),11,317,56.76,6.26,376,9.42,100 g,555,10.55,0,0
2429,14640,3601,Wheat or Cracked Wheat Bread with Raisins,10,264,50.88,3.68,255,8.41,100 g,470,11.67,0,0
2430,14646,3602,Wheat or Cracked Wheat Bread with Raisins (Home Recipe or Bakery),11,284,54.51,3.95,270,9.12,100 g,511,12.08,0,0
2431,14651,3603,Reduced Calorie High Fiber Wheat or Cracked Wheat Bread,8,198,43.6,2.3,122,9.1,100 g,511,3.07,0,0
2432,14656,3604,Toasted Reduced Calorie High Fiber Wheat or Cracked Wheat Bread,9,218,47.91,2.53,134,10.0,100 g,562,3.37,0,0
2433,14666,3605,Whole What French or Vienna Bread (Home Recipe or Bakery),5,272,52.25,3.13,218,9.78,100 g,489,3.61,0,0
2434,14675,3606,Toasted Whole What French or Vienna Bread (Home Recipe or Bakery),5,302,58.06,3.48,242,10.86,100 g,543,4.01,0,0
2435,14681,3607,Whole Wheat Pita Bread,2,273,55.8,1.43,214,10.47,100 g,418,0.26,0,0
2436,14687,3608,Toasted Whole Wheat Pita Bread,2,304,62.0,1.58,238,11.63,100 g,465,0.29,0,0
2437,14693,3609,Wheat or Cracked Wheat Pita Bread,2,273,55.8,1.43,214,10.47,100 g,418,0.26,0,0
2438,14699,3610,Toasted Wheat or Cracked Wheat Pita Bread,2,304,62.0,1.58,238,11.63,100 g,465,0.29,0,0
2439,14706,3611,Wheat Bagel,2,286,58.41,1.4,189,10.41,100 g,509,1.81,0,0
2440,14713,3612,Toasted Wheat Bagel,2,306,62.58,1.5,202,11.16,100 g,546,1.94,0,0
2441,14720,3613,Whole Wheat Bagel,2,286,58.41,1.4,189,10.41,100 g,509,1.81,0,0
2442,14727,3614,Toasted Whole Wheat Bagel,2,306,62.58,1.5,202,11.16,100 g,546,1.94,0,0
2443,14734,3615,Wheat Bagel with Raisins,2,276,57.97,1.26,225,9.33,100 g,444,6.95,0,0
2444,14741,3616,Toasted Wheat Bagel with Raisins,2,294,61.83,1.34,240,9.95,100 g,473,7.42,0,0
2445,14749,3617,Wheat Bagel with Fruit and Nuts,2,293,59.2,2.58,235,9.71,100 g,450,7.65,0,0
2446,14757,3618,Toasted Wheat Bagel with Fruit and Nuts,2,308,62.32,2.71,247,10.22,100 g,474,8.05,0,0
2447,14764,3619,Wheat Bran Bagel,2,274,57.0,1.37,220,10.06,100 g,654,3.43,3,0
2448,14771,3620,Toasted Wheat Bran Bagel,2,293,61.08,1.47,236,10.77,100 g,701,3.68,3,0
2449,14775,3621,Wheat Bran Bread,7,248,47.8,3.4,227,8.8,100 g,486,9.68,0,0
2450,14779,3622,Toasted Wheat Bran Bread,8,273,52.53,3.74,249,9.67,100 g,534,10.64,0,0
2451,14783,3623,Wheat Bran Bread with Raisins,7,254,51.41,3.06,278,8.14,100 g,431,15.37,0,0
2452,14787,3624,Toasted Wheat Bran Bread with Raisins,8,279,56.49,3.36,306,8.95,100 g,474,16.9,0,0
2453,14791,3625,Wheat Bran English Muffin,9,219,42.94,2.47,211,8.13,100 g,315,3.07,5,0
2454,14795,3626,Toasted Wheat Bran English Muffin,11,251,49.35,2.84,242,9.35,100 g,362,3.52,5,0
2455,14799,3627,Wheat Bran English Muffin with Raisins,9,241,49.99,2.36,281,7.96,100 g,295,10.34,4,0
2456,14803,3628,Toasted Wheat Bran English Muffin with Raisins,10,269,55.76,2.63,314,8.88,100 g,329,11.54,5,1
2457,14807,3629,Wheat or Cracked Wheat English Muffin,18,223,44.8,2.0,186,8.7,100 g,382,1.56,0,0
2458,14811,3630,Toasted Wheat or Cracked Wheat English Muffin,19,243,48.7,2.1,202,9.4,100 g,415,1.7,0,0
2459,14815,3631,Whole Wheat English Muffin,18,223,44.8,2.0,186,8.7,100 g,382,1.56,0,0
2460,14819,3632,Toasted Whole Wheat English Muffin,19,243,48.7,2.1,202,9.4,100 g,415,1.7,0,0
2461,14823,3633,Wheat or Cracked Wheat English Muffin with Raisins,9,250,50.65,2.41,276,8.4,100 g,264,8.38,0,1
2462,14827,3634,Toasted Wheat or Cracked Wheat English Muffin with Raisins,10,280,56.64,2.7,309,9.39,100 g,295,9.37,0,1
2463,14831,3635,Whole Wheat English Muffin with Raisins,9,250,50.65,2.41,276,8.4,100 g,264,8.38,0,1
2464,14835,3636,Toasted Whole Wheat English Muffin with Raisins,10,280,56.64,2.7,309,9.39,100 g,295,9.37,0,1
2465,14840,3637,Whole Wheat Hard Bread Stick,3,410,68.38,10.54,284,13.42,100 g,578,3.29,0,0
2466,14849,3638,Wheat or Cracked Wheat Roll,18,273,46.0,6.3,115,8.6,100 g,340,1.63,0,0
2467,14858,3639,Toasted Wheat or Cracked Wheat Roll,19,300,50.55,6.92,126,9.45,100 g,374,1.79,0,0
2468,14867,3640,Wheat or Cracked Wheat Roll (Home Recipe or Bakery),11,293,47.96,7.45,360,9.47,100 g,507,7.34,1,0
2469,14874,3649,Toasted Marble Rye and Pumpernickel Bread,8,280,52.65,3.5,206,9.45,100 g,732,2.4,0,0
2470,14880,3650,Reduced Calorie High Fiber Rye Bread,8,203,40.5,2.9,98,9.1,100 g,405,2.29,0,1
2471,14886,3651,Toasted Reduced Calorie High Fiber Rye Bread,8,223,44.5,3.19,108,10.0,100 g,445,2.52,0,1
2472,14890,3652,Rye English Muffin,9,235,45.2,2.56,176,7.98,100 g,288,0.89,0,0
2473,14894,3653,Toasted Rye English Muffin,10,262,50.42,2.86,197,8.9,100 g,321,1.0,0,0
2474,14901,3654,Pumpernickel Bread,7,250,47.5,3.1,208,8.7,100 g,671,0.53,0,0
2475,14907,3655,Toasted Pumpernickel Bread,8,275,52.2,3.41,229,9.56,100 g,737,0.58,0,0
2476,14914,3656,Pumpernickel Bagel,2,287,58.6,1.37,155,9.3,100 g,521,1.57,0,0
2477,14921,3657,Toasted Pumpernickel Bagel,2,307,62.78,1.46,166,9.97,100 g,558,1.68,0,0
2478,14925,3658,Pumpernickel English Muffin,10,223,42.88,2.96,310,9.5,100 g,288,1.09,0,0
2479,14929,3659,Toasted Pumpernickel English Muffin,12,248,47.83,3.3,346,10.6,100 g,321,1.21,0,0
2480,14934,3660,Black Bread,7,250,47.5,3.1,208,8.7,100 g,671,0.53,0,0
2481,14939,3661,Toasted Black Bread,8,275,52.2,3.41,229,9.56,100 g,737,0.58,0,0
2482,14945,3662,Rye Roll,3,286,53.1,3.4,180,10.3,100 g,892,1.17,0,0
2483,14950,3663,Pumpernickel Roll,7,277,52.8,2.8,208,10.8,100 g,569,0.4,0,0
2484,14955,3664,Toasted Pumpernickel Roll,7,304,58.02,3.08,229,11.87,100 g,625,0.44,0,0
2485,14962,3665,Oatmeal Bread,7,269,48.5,4.4,142,8.4,100 g,599,8.14,0,0
2486,14968,3666,Toasted Oatmeal Bread,7,292,52.7,4.8,154,9.2,100 g,651,8.84,0,1
2487,14974,3667,Oat Bran Bread,7,262,44.22,4.89,163,11.56,100 g,452,8.56,0,0
2488,14980,3668,Toasted Oat Bran Bread,7,259,43.7,4.8,123,11.4,100 g,448,8.46,0,0
2489,14985,3669,Reduced Calorie High Fiber Oat Bran Bread,6,201,41.3,3.2,102,8.0,100 g,351,3.52,0,0
2490,14990,3670,Toasted Reduced Calorie High Fiber Oat Bran Bread,7,239,49.2,3.8,122,9.5,100 g,418,4.2,0,0
2491,14997,3671,Oat Bran Bagel,1,255,53.3,1.2,115,10.7,100 g,507,1.63,0,0
2492,15004,3672,Toasted Oat Bran Bagel,1,268,56.1,1.26,121,11.26,100 g,534,1.72,0,0
2493,15009,3673,Oatmeal Roll,4,288,47.53,6.71,143,9.0,100 g,402,5.54,1,0
2494,15014,3674,Toasted Oatmeal Roll,5,321,53.01,7.49,159,10.04,100 g,448,6.18,1,0
2495,15020,3675,Oat Bran Roll,9,236,40.2,4.6,121,9.5,100 g,413,6.67,0,0
2496,15025,3676,Toasted Oat Bran Roll,9,248,42.32,4.84,127,10.0,100 g,435,7.02,0,0
2497,15029,3677,Oat Bran English Muffin,10,216,43.23,3.48,216,9.36,100 g,288,0.96,0,0
2498,15033,3678,Toasted Oat Bran English Muffin,13,277,55.43,4.46,277,12.0,100 g,369,1.24,0,0
2499,15037,3679,Oat Bran English Muffin with Raisins,10,228,47.63,3.21,267,8.83,100 g,262,7.14,0,0
2500,15041,3680,Toasted Oat Bran English Muffin with Raisins,11,254,53.13,3.58,298,9.84,100 g,293,7.96,0,0
2501,15048,3681,Toasted Multigrain Bread,10,272,50.4,4.1,222,10.9,100 g,530,10.93,0,1
2502,15055,3682,Multigrain Bread,9,251,46.4,3.8,204,10.0,100 g,487,10.05,0,1
2503,15061,3683,Multigrain Bread with Raisins,9,250,50.29,2.76,301,8.27,100 g,477,10.14,0,0
2504,15067,3684,Toasted Multigrain Bread with Raisins,10,275,55.26,3.03,330,9.09,100 g,524,11.14,0,0
2505,15072,3685,Reduced Calorie High Fiber Multigrain Bread,20,233,52.38,3.32,546,10.71,100 g,304,3.33,0,0
2506,15077,3686,Toasted Reduced Calorie High Fiber Multigrain Bread,21,256,57.56,3.65,600,11.77,100 g,335,3.66,0,0
2507,15083,3687,Multigrain Roll,10,263,44.6,6.0,160,9.6,100 g,458,6.25,0,0
2508,15089,3688,Toasted Multigrain Roll,10,289,49.01,6.59,176,10.55,100 g,503,6.87,0,0
2509,15096,3689,Multigrain Bagel,3,259,52.46,1.28,370,11.28,100 g,495,3.25,0,0
2510,15102,3698,Buckwheat Bread,4,266,49.59,3.88,203,8.69,100 g,391,3.7,1,0
2511,15108,3699,Toasted Buckwheat Bread,4,295,55.1,4.31,226,9.66,100 g,434,4.11,1,0
2512,15112,3700,Soy Bread,8,265,44.87,3.79,408,12.83,100 g,297,7.29,1,0
2513,15116,3701,Toasted Soy Bread,9,295,49.86,4.21,453,14.26,100 g,330,8.1,1,0
2514,15122,3702,Sunflower Meal Bread,6,273,45.4,5.76,178,9.79,100 g,229,4.65,1,0
2515,15128,3703,Toasted Sunflower Meal Bread,7,300,49.89,6.33,195,10.76,100 g,252,5.11,1,0
2516,15132,3704,Rice Bread,7,243,43.5,4.6,215,8.9,100 g,440,4.67,0,0
2517,15136,3705,Toasted Rice Bread,8,264,47.3,5.0,212,9.7,100 g,478,5.08,0,0
2518,15141,3706,Injera (American-Style Ethiopian Bread),1,131,29.41,1.26,29,4.95,100 g,197,0.55,0,0
2519,15146,3707,Low Gluten Bread,7,243,43.5,4.6,215,8.9,100 g,440,4.67,0,0
2520,15151,3708,Toasted Low Gluten Bread,8,267,47.8,5.06,236,9.78,100 g,484,5.13,0,0
2521,15161,3709,Baking Powder or Buttermilk Biscuit (Refrigerated Dough or Home Recipe),12,348,46.81,14.82,171,6.77,100 g,936,6.12,1,0
2522,15164,3710,Biscuit Dough,2,257,47.6,4.5,159,6.7,100 g,1248,7.0,0,0
2523,15169,3711,Fried Biscuit Dough,2,335,46.21,14.08,154,6.5,100 g,1212,6.8,0,0
2524,15175,3712,Crumpet,5,192,28.33,5.51,160,7.15,100 g,481,2.88,2,0
2525,15181,3713,Toasted Crumpet,6,216,31.84,6.2,180,8.03,100 g,540,3.24,3,0
2526,15189,3714,Baking Powder or Buttermilk Biscuit (from Mix),18,324,46.64,11.76,185,7.18,100 g,915,10.62,2,0
2527,15194,3715,Lowfat Baking Powder or Buttermilk Biscuit (from Refrigerated Dough),2,300,55.4,5.2,185,7.8,100 g,1451,8.14,0,0
2528,15203,3717,Baking Powder or Buttermilk Biscuit (Commercially Baked),2,349,47.5,14.7,157,6.7,100 g,1202,8.14,0,0
2529,15213,3717,Baking Powder or Buttermilk Biscuit (Commercially Baked),5,365,48.5,16.5,224,6.2,100 g,1052,3.48,0,0
2530,15222,3718,Baking Powder or Buttermilk Biscuit (Home Recipe),23,354,44.58,16.33,119,6.99,100 g,576,2.22,1,0
2531,15230,3719,Whole Wheat Biscuit,24,311,46.22,11.58,310,9.67,100 g,903,2.59,2,0
2532,15234,3720,Cheese Biscuit,30,374,41.82,18.86,150,9.25,100 g,739,3.0,4,0
2533,15239,3721,Cinnamon Raisin Biscuit,19,352,54.0,13.21,178,5.75,100 g,446,19.8,1,0
2534,15243,3722,Scone,19,353,45.47,14.81,116,9.11,100 g,660,3.4,11,0
2535,15247,3723,Whole Wheat Scone,20,339,42.74,15.53,271,10.81,100 g,675,3.53,11,0
2536,15251,3724,Scone with Fruit,17,352,50.14,13.34,184,8.51,100 g,592,10.12,10,0
2537,15258,3725,Cornbread (from Mix),11,233,34.8,7.54,157,6.18,100 g,543,12.69,4,0
2538,15268,3726,Cornbread (Home Recipe),20,282,42.26,9.42,137,6.76,100 g,487,6.8,3,0
2540,15281,3728,Cornbread Stuffing,3,179,21.9,8.8,62,2.9,100 g,455,3.92,7,1
2541,15291,3729,Round Stick Cornbread Muffin,7,305,50.9,8.4,69,5.9,100 g,521,7.5,4,0
2542,15301,3730,Toasted Round Stick Cornbread Muffin,8,321,53.58,8.84,73,6.21,100 g,548,7.9,4,0
2543,15311,3731,Round Stick Cornbread Muffin (Home Recipe),21,302,45.27,10.09,147,7.25,100 g,522,7.29,3,0
2544,15315,3732,Fried Corn Flour Patty or Tart,7,217,41.08,4.59,141,4.4,100 g,484,5.46,0,0
2545,15325,3733,Baked Corn Pone,11,210,38.42,5.22,142,4.0,100 g,451,0.32,0,0
2546,15329,3734,Fried Corn Pone,11,248,36.26,10.54,134,3.78,100 g,425,0.3,0,0
2547,15333,3735,Grilled Gordita/Sope Shell,8,208,43.55,2.16,170,5.33,100 g,206,0.36,0,0
2548,15337,3736,Gordita/Sope Shell Fried in Oil,8,277,40.33,11.47,158,4.94,100 g,207,0.34,0,0
2549,15343,3737,Hush Puppy,28,337,46.0,13.5,144,7.7,100 g,668,2.03,4,0
2550,15348,3738,Johnnycake,10,273,42.92,7.23,215,8.5,100 g,881,8.3,3,1
2551,15353,3739,Spoonbread,12,163,18.13,6.84,192,6.92,100 g,383,5.03,8,0
2552,15360,3740,Tortilla,11,265,48.0,5.3,170,7.0,100 g,340,1.4,0,0
2553,15368,3749,Fat Free Cholesterol Free Fruit Muffin,15,261,59.03,0.55,100,6.36,100 g,426,18.06,1,1
2554,15375,3750,Chocolate Chip Muffin,16,322,45.7,12.78,156,7.29,100 g,397,12.06,2,0
2555,15382,3751,Chocolate Muffin,17,331,43.24,15.32,207,8.33,100 g,406,6.84,2,0
2556,15389,3752,Whole Wheat Muffin,21,295,42.58,11.64,249,8.38,100 g,705,11.34,2,0
2557,15396,3753,Wheat Muffin,21,301,43.72,11.38,186,7.69,100 g,699,11.23,2,0
2558,15403,3754,Buckwheat Muffin,18,301,43.06,11.74,224,7.48,100 g,613,11.85,2,0
2559,15411,3755,Wheat Bran Muffin,4,295,52.2,8.8,166,5.2,100 g,495,13.98,4,0
2560,15415,3756,Lowfat Bran Muffin with Fruit,11,235,53.16,4.85,223,4.63,100 g,285,21.34,0,0
2561,15419,3757,No Fat No Cholesterol Bran Muffin with Fruit,12,256,53.33,0.84,262,10.64,100 g,146,19.26,1,1
2562,15426,3758,Oatmeal Muffin,18,238,38.52,6.13,122,6.86,100 g,435,6.05,2,0
2563,15433,3759,Oat Bran Muffin,6,270,48.3,7.4,507,7.0,100 g,393,8.22,0,0
2564,15441,3760,Oat Bran Muffin with Fruit and/or Nuts,6,291,48.12,9.94,512,7.22,100 g,354,10.49,0,0
2565,15448,3761,Plain Muffin,17,305,43.77,10.87,133,7.63,100 g,440,7.34,2,0
2566,15455,3762,Cheese Muffin,21,308,39.72,12.54,148,8.88,100 g,534,7.24,4,0
2567,15462,3763,Pumpkin Muffin,5,311,58.87,7.33,149,4.32,100 g,263,37.85,59,2
2568,15469,3764,Zucchini Muffin,7,374,47.16,18.73,117,5.25,100 g,287,23.98,2,5
2569,15476,3765,Carrot Muffin,14,303,44.51,11.49,188,6.06,100 g,431,15.17,43,2
2570,15483,3766,Multigrain Muffin with Nuts,21,321,42.53,14.59,486,9.09,100 g,413,10.54,3,0
2571,15490,3767,Multigrain Muffin with Fruit,21,259,46.9,5.79,417,9.0,100 g,455,12.23,3,1
2572,15494,3768,Matzo Fritters,3,357,36.37,21.32,66,5.84,100 g,311,22.81,3,0
2573,15498,3769,Matzo Ball,2,137,17.64,4.81,56,5.16,100 g,35,0.25,4,0
2574,15502,3770,Popover,9,218,27.8,7.66,163,8.66,100 g,203,3.54,5,0
2575,15506,3771,Fruit Toaster Muffin,1,313,53.3,9.5,83,4.6,100 g,478,4.85,6,0
2576,15510,3772,Toasted Fruit Toaster Muffin,1,333,56.7,10.1,88,4.9,100 g,509,12.95,7,0
2577,15514,3773,Boston Brown Bread,7,195,43.3,1.5,318,5.2,100 g,631,2.42,2,0
2578,15519,3774,Nut Bread,16,340,44.57,15.32,142,7.44,100 g,365,18.96,2,0
2579,15524,3775,Pumpkin Bread,5,298,56.25,7.0,143,4.13,100 g,251,36.16,56,2
2580,15530,3776,Fruit Bread without Nuts,2,323,54.56,10.31,125,4.29,100 g,271,33.04,9,3
2581,15535,3777,Fruit and Nut Bread,11,387,52.74,17.92,163,5.79,100 g,321,26.69,1,3
2582,15540,3778,Whole Wheat Bread with Nuts,17,332,42.95,15.76,235,8.43,100 g,370,19.22,2,0
2583,15545,3779,Zucchini Bread,7,374,47.16,18.73,117,5.25,100 g,287,23.98,2,5
2584,15551,3780,Irish Soda Bread,8,289,56.1,4.96,265,6.57,100 g,382,19.54,4,1
2585,15554,3781,Chocolate Cake Batter,12,312,47.26,13.1,174,5.16,100 g,397,26.56,1,0
2586,15557,3782,Cake Batter,9,287,49.07,8.38,66,4.15,100 g,428,27.26,1,0
2587,15563,3783,Cake with or without Icing,12,354,55.41,13.03,85,4.62,100 g,311,32.74,2,0
2588,15570,3784,Angel Food Cake,8,251,57.2,0.27,132,5.98,100 g,496,29.71,0,0
2589,15577,3785,Angel Food Cake without Icing,8,251,57.2,0.27,132,5.98,100 g,496,29.71,0,0
2590,15584,3786,Angel Food Cake with Icing,6,268,63.35,0.2,103,4.75,100 g,399,43.3,0,0
2591,15591,3787,Angel Food Cake with Fruit and Icing or Filling,5,170,37.46,1.46,98,3.36,100 g,233,25.62,0,21
2592,15597,3788,Chocolate Angel Food Cake,8,248,56.6,0.53,159,6.2,100 g,482,28.87,0,0
2593,15605,3789,Applesauce Cake,2,367,64.24,12.29,126,2.58,100 g,243,49.29,3,1
2594,15614,3798,Butter Cake,6,377,60.3,14.44,94,3.43,100 g,385,46.86,7,0
2595,15621,3799,Butter Cake without Icing,8,364,50.13,16.38,71,4.69,100 g,505,31.19,6,0
2596,15630,3800,Butter Cake with Icing,6,377,60.3,14.44,94,3.43,100 g,385,46.86,7,0
2597,15640,3801,Carrot Cake,6,408,52.96,20.88,100,3.86,100 g,184,39.12,49,1
2598,15648,3802,Carrot Cake without Icing,7,416,49.09,23.24,114,4.22,100 g,205,32.56,58,2
2599,15659,3803,Carrot Cake with Icing,6,408,52.96,20.88,100,3.86,100 g,184,39.12,49,1
2600,15663,3804,Diet Carrot Cake,6,210,32.56,7.82,136,4.04,100 g,379,19.06,88,5
2601,15673,3805,Coconut Cake with Icing,9,356,63.2,10.3,99,4.4,100 g,284,57.39,1,0
2602,15682,3806,Cheesecake,5,320,29.12,19.2,91,8.67,100 g,378,22.03,13,1
2603,15686,3807,Diet Cheesecake,5,224,30.15,9.16,102,5.74,100 g,306,15.17,5,0
2604,15694,3808,Cheesecake with Fruit,4,273,32.9,13.45,87,6.25,100 g,266,26.7,13,2
2605,15698,3809,Diet Cheesecake with Fruit,5,214,29.95,8.48,108,5.16,100 g,269,16.83,4,12
2606,15705,3810,Cheesecake with Fruit (with Yogurt),4,206,41.79,4.64,113,1.77,100 g,147,26.48,0,41
2607,15712,3811,Chocolate Cheesecake,6,389,38.44,24.75,146,6.6,100 g,300,22.41,15,0
2608,15719,3812,Reduced Fat Chocolate Cheesecake,11,259,31.73,12.12,315,9.17,100 g,225,23.84,8,0
2609,15728,3813,Chocolate Cake with Mayonnaise or Salad Dressing,3,397,61.76,16.85,133,2.82,100 g,289,45.15,5,0
2610,15735,3814,Chocolate Cake with Mayonnaise or Salad Dressing without Icing,5,383,48.12,20.52,133,3.91,100 g,418,23.31,1,0
2611,15744,3815,Chocolate Cake with Mayonnaise or Salad Dressing with Icing or Filling,3,397,61.76,16.85,133,2.82,100 g,289,45.15,5,0
